athlete_code,stage_code,result_rank,result,result_type
1572944,CRDWRR----------------FNL-000100--,45.0,4:07:16,TIME
1895689,CRDWRR----------------FNL-000100--,46.0,4:07:16,TIME
1973314,CRDWRR----------------FNL-000100--,47.0,4:07:16,TIME
1541412,CRDWRR----------------FNL-000100--,48.0,4:07:16,TIME
1879056,CRDWRR----------------FNL-000100--,49.0,4:07:16,TIME
1911269,CRDWRR----------------FNL-000100--,50.0,4:07:16,TIME
1545461,CRDWRR----------------FNL-000100--,51.0,4:07:16,TIME
1566134,CRDWRR----------------FNL-000100--,52.0,4:07:16,TIME
1915365,CRDWRR----------------FNL-000100--,53.0,4:07:21,TIME
1923040,CRDWRR----------------FNL-000100--,54.0,4:07:39,TIME
1923044,CRDWRR----------------FNL-000100--,55.0,4:07:39,TIME
1945034,CRDWRR----------------FNL-000100--,56.0,4:08:14,TIME
1976562,CRDWRR----------------FNL-000100--,57.0,4:08:14,TIME
1969159,CRDWRR----------------FNL-000100--,58.0,4:08:14,TIME
1981564,CRDWRR----------------FNL-000100--,59.0,4:08:14,TIME
1934524,CRDWRR----------------FNL-000100--,60.0,4:09:49,TIME
1549335,CRDWRR----------------FNL-000100--,61.0,4:10:18,TIME
1554897,CRDWRR----------------FNL-000100--,62.0,4:10:20,TIME
1928247,CRDWRR----------------FNL-000100--,63.0,4:10:20,TIME
1957126,CRDWRR----------------FNL-000100--,64.0,4:10:47,TIME
1977921,CRDWRR----------------FNL-000100--,65.0,4:10:47,TIME
1947912,CRDWRR----------------FNL-000100--,66.0,4:10:47,TIME
1571929,CRDWRR----------------FNL-000100--,67.0,4:10:47,TIME
1553574,CRDWRR----------------FNL-000100--,68.0,4:10:47,TIME
1947988,CRDWRR----------------FNL-000100--,69.0,4:10:47,TIME
1545200,CRDWRR----------------FNL-000100--,70.0,4:10:47,TIME
1568824,CRDWRR----------------FNL-000100--,71.0,4:10:47,TIME
1979019,CRDWRR----------------FNL-000100--,72.0,4:10:47,TIME
1563310,CRDWRR----------------FNL-000100--,73.0,4:10:47,TIME
1953447,CRDWRR----------------FNL-000100--,74.0,4:10:47,TIME
1556072,CRDWRR----------------FNL-000100--,75.0,4:10:47,TIME
1879167,CRDWRR----------------FNL-000100--,76.0,4:12:22,TIME
1898282,CRDWRR----------------FNL-000100--,77.0,4:13:42,TIME
1919737,CRDWRR----------------FNL-000100--,78.0,4:13:42,TIME
1943606,CRDWRR----------------FNL-000100--,,,IRM
1897877,CRDWRR----------------FNL-000100--,,,IRM
1920618,CRDWRR----------------FNL-000100--,,,IRM
1931278,CRDWRR----------------FNL-000100--,,,IRM
1963343,CRDWRR----------------FNL-000100--,,,IRM
1535433,CRDWRR----------------FNL-000100--,,,IRM
1535395,CRDWRR----------------FNL-000100--,,,IRM
1560261,CRDWRR----------------FNL-000100--,,,IRM
1535925,CRDWRR----------------FNL-000100--,,,IRM
1561941,CRDWRR----------------FNL-000100--,,,IRM
1571966,CRDWRR----------------FNL-000100--,,,IRM
1560705,CRDWRR----------------FNL-000100--,,,IRM
1980454,CRDWRR----------------FNL-000100--,,,IRM
1894543,CRDWRR----------------FNL-000100--,,,IRM
1898251,CTRMKEIRIN------------RND1000400--,1.0,,TIME
1543498,CTRMKEIRIN------------RND1000400--,2.0,,TIME
1912790,CTRMKEIRIN------------RND1000400--,3.0,,TIME
1918609,CTRMKEIRIN------------RND1000400--,4.0,,TIME
1966697,CTRMKEIRIN------------RND1000400--,5.0,,TIME
1889773,CTRMKEIRIN------------RND1000400--,6.0,,TIME
1912786,CTRMKEIRIN------------RND1000500--,1.0,,TIME
1572958,CTRMKEIRIN------------RND1000500--,2.0,,TIME
1543501,CTRMKEIRIN------------RND1000500--,3.0,,TIME
1945073,CTRMKEIRIN------------RND1000500--,4.0,,TIME
1943997,CTRMKEIRIN------------RND1000500--,5.0,,TIME
1550228,CTRMKEIRIN------------RND1000500--,6.0,,IRM
1940263,CTRMKEIRIN------------RND1000300--,1.0,,TIME
1945744,CTRMKEIRIN------------RND1000300--,2.0,,TIME
1920646,CTRMKEIRIN------------RND1000300--,3.0,,TIME
1912568,CTRMKEIRIN------------RND1000300--,4.0,,TIME
1966678,CTRMKEIRIN------------RND1000300--,5.0,,TIME
1943616,CTRMKEIRIN------------RND1000300--,6.0,,TIME
1969182,CTRMKEIRIN------------RND1000200--,1.0,,TIME
1912515,CTRMKEIRIN------------RND1000200--,2.0,,TIME
1895722,CTRMKEIRIN------------RND1000200--,3.0,,TIME
1920643,CTRMKEIRIN------------RND1000200--,4.0,,TIME
1928198,CTRMKEIRIN------------RND1000200--,5.0,,TIME
1889698,CTRMKEIRIN------------RND1000200--,6.0,,TIME
1940262,CTRMKEIRIN------------RND1000100--,1.0,,TIME
1969203,CTRMKEIRIN------------RND1000100--,2.0,,TIME
1945738,CTRMKEIRIN------------RND1000100--,3.0,,TIME
1569377,CTRMKEIRIN------------RND1000100--,4.0,,TIME
1895684,CTRMKEIRIN------------RND1000100--,5.0,,TIME
1550227,CTRMKEIRIN------------RND1000100--,,,IRM
1550228,CTRMKEIRIN------------REP-000300--,1.0,,TIME
1966697,CTRMKEIRIN------------REP-000300--,2.0,,TIME
1920646,CTRMKEIRIN------------REP-000300--,3.0,,TIME
1569377,CTRMKEIRIN------------REP-000300--,4.0,,TIME
1895684,CTRMKEIRIN------------REP-000300--,5.0,,IRM
1912568,CTRMKEIRIN------------REP-000200--,1.0,,TIME
1889773,CTRMKEIRIN------------REP-000200--,2.0,,TIME
1895722,CTRMKEIRIN------------REP-000200--,3.0,,TIME
1943997,CTRMKEIRIN------------REP-000200--,4.0,,TIME
1920643,CTRMKEIRIN------------REP-000200--,5.0,,IRM
1966678,CTRMKEIRIN------------REP-000400--,1.0,,TIME
1543501,CTRMKEIRIN------------REP-000400--,2.0,,TIME
1928198,CTRMKEIRIN------------REP-000400--,3.0,,TIME
1912790,CTRMKEIRIN------------REP-000400--,4.0,,IRM
1945738,CTRMKEIRIN------------REP-000100--,1.0,,TIME
1945073,CTRMKEIRIN------------REP-000100--,2.0,,TIME
1918609,CTRMKEIRIN------------REP-000100--,3.0,,TIME
1889698,CTRMKEIRIN------------REP-000100--,4.0,,TIME
1943616,CTRMKEIRIN------------REP-000100--,5.0,,TIME
1912515,CTRMKEIRIN------------QFNL000100--,1.0,,TIME
1940262,CTRMKEIRIN------------QFNL000100--,2.0,,TIME
1550228,CTRMKEIRIN------------QFNL000100--,3.0,,TIME
1945738,CTRMKEIRIN------------QFNL000100--,4.0,,TIME
1898251,CTRMKEIRIN------------QFNL000100--,5.0,,TIME
1966678,CTRMKEIRIN------------QFNL000100--,6.0,,TIME
1969182,CTRMKEIRIN------------QFNL000200--,1.0,,TIME
1912568,CTRMKEIRIN------------QFNL000200--,2.0,,TIME
1543501,CTRMKEIRIN------------QFNL000200--,3.0,,TIME
1945744,CTRMKEIRIN------------QFNL000200--,4.0,,TIME
1912786,CTRMKEIRIN------------QFNL000200--,5.0,,TIME
1966697,CTRMKEIRIN------------QFNL000200--,6.0,,TIME
1940263,CTRMKEIRIN------------QFNL000300--,1.0,,TIME
1945073,CTRMKEIRIN------------QFNL000300--,2.0,,TIME
1572958,CTRMKEIRIN------------QFNL000300--,3.0,,TIME
1889773,CTRMKEIRIN------------QFNL000300--,4.0,,TIME
1969203,CTRMKEIRIN------------QFNL000300--,5.0,,TIME
1543498,CTRMKEIRIN------------QFNL000300--,6.0,,TIME
1940263,CTRMKEIRIN------------SFNL000200--,1.0,,TIME
1969182,CTRMKEIRIN------------SFNL000200--,2.0,,TIME
1550228,CTRMKEIRIN------------SFNL000200--,3.0,,TIME
1912568,CTRMKEIRIN------------SFNL000200--,4.0,,IRM
1889773,CTRMKEIRIN------------SFNL000200--,4.0,,IRM
1945738,CTRMKEIRIN------------SFNL000200--,,,IRM
1912515,CTRMKEIRIN------------SFNL000100--,1.0,,TIME
1940262,CTRMKEIRIN------------SFNL000100--,2.0,,TIME
1945744,CTRMKEIRIN------------SFNL000100--,3.0,,TIME
1543501,CTRMKEIRIN------------SFNL000100--,4.0,,TIME
1945073,CTRMKEIRIN------------SFNL000100--,5.0,,TIME
1572958,CTRMKEIRIN------------SFNL000100--,6.0,,TIME
1543501,CTRMKEIRIN------------FNL-000200--,7.0,,TIME
1945073,CTRMKEIRIN------------FNL-000200--,8.0,,TIME
1889773,CTRMKEIRIN------------FNL-000200--,9.0,,TIME
1572958,CTRMKEIRIN------------FNL-000200--,10.0,,TIME
1912568,CTRMKEIRIN------------FNL-000200--,11.0,,IRM
1969182,CTRMKEIRIN------------FNL-000100--,1.0,,TIME
1940263,CTRMKEIRIN------------FNL-000100--,2.0,,TIME
1940262,CTRMKEIRIN------------FNL-000100--,3.0,,TIME
1912515,CTRMKEIRIN------------FNL-000100--,4.0,,IRM
1945744,CTRMKEIRIN------------FNL-000100--,4.0,,IRM
1550228,CTRMKEIRIN------------FNL-000100--,6.0,,IRM
1895717,CTRMOMNIUM------------SCR-000100--,1.0,,
1879180,CTRMOMNIUM------------SCR-000100--,2.0,,
1915370,CTRMOMNIUM------------SCR-000100--,3.0,,
1969213,CTRMOMNIUM------------SCR-000100--,4.0,,
1945751,CTRMOMNIUM------------SCR-000100--,5.0,,
1957081,CTRMOMNIUM------------SCR-000100--,6.0,,
1933816,CTRMOMNIUM------------SCR-000100--,7.0,,
1928283,CTRMOMNIUM------------SCR-000100--,8.0,,
1945051,CTRMOMNIUM------------SCR-000100--,9.0,,
1889748,CTRMOMNIUM------------SCR-000100--,10.0,,
1977897,CTRMOMNIUM------------SCR-000100--,11.0,,
1923519,CTRMOMNIUM------------SCR-000100--,12.0,,
1566123,CTRMOMNIUM------------SCR-000100--,13.0,,
1940265,CTRMOMNIUM------------SCR-000100--,14.0,,
1955088,CTRMOMNIUM------------SCR-000100--,15.0,,
1966655,CTRMOMNIUM------------SCR-000100--,16.0,,
1941610,CTRMOMNIUM------------SCR-000100--,17.0,,
1945842,CTRMOMNIUM------------SCR-000100--,18.0,,
1573043,CTRMOMNIUM------------SCR-000100--,19.0,,
1908522,CTRMOMNIUM------------SCR-000100--,20.0,,
1551906,CTRMOMNIUM------------SCR-000100--,21.0,,
1897287,CTRMOMNIUM------------SCR-000100--,22.0,,
1915370,CTRMOMNIUM------------TEMP000100--,1.0,31,POINTS
1933816,CTRMOMNIUM------------TEMP000100--,2.0,28,POINTS
1889748,CTRMOMNIUM------------TEMP000100--,3.0,25,POINTS
1977897,CTRMOMNIUM------------TEMP000100--,4.0,23,POINTS
1941610,CTRMOMNIUM------------TEMP000100--,5.0,22,POINTS
1879180,CTRMOMNIUM------------TEMP000100--,6.0,22,POINTS
1928283,CTRMOMNIUM------------TEMP000100--,7.0,21,POINTS
1945051,CTRMOMNIUM------------TEMP000100--,8.0,21,POINTS
1955088,CTRMOMNIUM------------TEMP000100--,9.0,21,POINTS
1923519,CTRMOMNIUM------------TEMP000100--,10.0,1,POINTS
1895717,CTRMOMNIUM------------TEMP000100--,11.0,1,POINTS
1957081,CTRMOMNIUM------------TEMP000100--,12.0,0,POINTS
1969213,CTRMOMNIUM------------TEMP000100--,13.0,0,POINTS
1908522,CTRMOMNIUM------------TEMP000100--,14.0,0,POINTS
1945751,CTRMOMNIUM------------TEMP000100--,15.0,0,POINTS
1566123,CTRMOMNIUM------------TEMP000100--,16.0,0,POINTS
1573043,CTRMOMNIUM------------TEMP000100--,17.0,0,POINTS
1940265,CTRMOMNIUM------------TEMP000100--,18.0,0,POINTS
1551906,CTRMOMNIUM------------TEMP000100--,19.0,0,POINTS
1945842,CTRMOMNIUM------------TEMP000100--,20.0,0,POINTS
1966655,CTRMOMNIUM------------TEMP000100--,21.0,0,POINTS
1897287,CTRMOMNIUM------------TEMP000100--,22.0,-20,POINTS
1957081,CTRMOMNIUM------------ELIM000100--,1.0,,
1895717,CTRMOMNIUM------------ELIM000100--,2.0,,
1889748,CTRMOMNIUM------------ELIM000100--,3.0,,
1923519,CTRMOMNIUM------------ELIM000100--,4.0,,
1940265,CTRMOMNIUM------------ELIM000100--,5.0,,
1915370,CTRMOMNIUM------------ELIM000100--,6.0,,
1933816,CTRMOMNIUM------------ELIM000100--,7.0,,
1908522,CTRMOMNIUM------------ELIM000100--,8.0,,
1573043,CTRMOMNIUM------------ELIM000100--,9.0,,
1945751,CTRMOMNIUM------------ELIM000100--,10.0,,
1945051,CTRMOMNIUM------------ELIM000100--,11.0,,
1966655,CTRMOMNIUM------------ELIM000100--,12.0,,
1928283,CTRMOMNIUM------------ELIM000100--,13.0,,
1941610,CTRMOMNIUM------------ELIM000100--,14.0,,
1897287,CTRMOMNIUM------------ELIM000100--,15.0,,
1879180,CTRMOMNIUM------------ELIM000100--,16.0,,
1977897,CTRMOMNIUM------------ELIM000100--,17.0,,
1955088,CTRMOMNIUM------------ELIM000100--,18.0,,
1566123,CTRMOMNIUM------------ELIM000100--,19.0,,
1551906,CTRMOMNIUM------------ELIM000100--,20.0,,
1969213,CTRMOMNIUM------------ELIM000100--,21.0,,
1945842,CTRMOMNIUM------------ELIM000100--,22.0,,
1895717,CTRMOMNIUM------------PTS-000100--,1.0,164,POINTS
1933816,CTRMOMNIUM------------PTS-000100--,2.0,153,POINTS
1915370,CTRMOMNIUM------------PTS-000100--,3.0,131,POINTS
1928283,CTRMOMNIUM------------PTS-000100--,4.0,127,POINTS
1945051,CTRMOMNIUM------------PTS-000100--,5.0,123,POINTS
1945751,CTRMOMNIUM------------PTS-000100--,6.0,113,POINTS
1889748,CTRMOMNIUM------------PTS-000100--,7.0,98,POINTS
1957081,CTRMOMNIUM------------PTS-000100--,8.0,97,POINTS
1923519,CTRMOMNIUM------------PTS-000100--,9.0,97,POINTS
1879180,CTRMOMNIUM------------PTS-000100--,10.0,84,POINTS
1977897,CTRMOMNIUM------------PTS-000100--,11.0,62,POINTS
1941610,CTRMOMNIUM------------PTS-000100--,12.0,56,POINTS
1566123,CTRMOMNIUM------------PTS-000100--,13.0,55,POINTS
1940265,CTRMOMNIUM------------PTS-000100--,14.0,52,POINTS
1969213,CTRMOMNIUM------------PTS-000100--,15.0,51,POINTS
1955088,CTRMOMNIUM------------PTS-000100--,16.0,42,POINTS
1908522,CTRMOMNIUM------------PTS-000100--,17.0,42,POINTS
1573043,CTRMOMNIUM------------PTS-000100--,18.0,41,POINTS
1966655,CTRMOMNIUM------------PTS-000100--,19.0,29,POINTS
1945842,CTRMOMNIUM------------PTS-000100--,20.0,-31,POINTS
1551906,CTRMOMNIUM------------PTS-000100--,21.0,-33,POINTS
1897287,CTRMOMNIUM------------PTS-000100--,22.0,-66,POINTS
1895717,CTRMOMNIUM------------------------,1.0,164,POINTS
1933816,CTRMOMNIUM------------------------,2.0,153,POINTS
1915370,CTRMOMNIUM------------------------,3.0,131,POINTS
1928283,CTRMOMNIUM------------------------,4.0,127,POINTS
1945051,CTRMOMNIUM------------------------,5.0,123,POINTS
1945751,CTRMOMNIUM------------------------,6.0,113,POINTS
1889748,CTRMOMNIUM------------------------,7.0,98,POINTS
1957081,CTRMOMNIUM------------------------,8.0,97,POINTS
1923519,CTRMOMNIUM------------------------,9.0,97,POINTS
1879180,CTRMOMNIUM------------------------,10.0,84,POINTS
1977897,CTRMOMNIUM------------------------,11.0,62,POINTS
1941610,CTRMOMNIUM------------------------,12.0,56,POINTS
1566123,CTRMOMNIUM------------------------,13.0,55,POINTS
1940265,CTRMOMNIUM------------------------,14.0,52,POINTS
1969213,CTRMOMNIUM------------------------,15.0,51,POINTS
1955088,CTRMOMNIUM------------------------,16.0,42,POINTS
1908522,CTRMOMNIUM------------------------,17.0,42,POINTS
1573043,CTRMOMNIUM------------------------,18.0,41,POINTS
1966655,CTRMOMNIUM------------------------,19.0,29,POINTS
1945842,CTRMOMNIUM------------------------,20.0,-31,POINTS
1551906,CTRMOMNIUM------------------------,21.0,-33,POINTS
1897287,CTRMOMNIUM------------------------,22.0,-66,POINTS
1969182,CTRMSPRINT------------QUAL000100--,1.0,9.088,TIME
1940263,CTRMSPRINT------------QUAL000100--,2.0,9.091,TIME
1898251,CTRMSPRINT------------QUAL000100--,3.0,9.152,TIME
1940260,CTRMSPRINT------------QUAL000100--,4.0,9.242,TIME
1912515,CTRMSPRINT------------QUAL000100--,5.0,9.247,TIME
1969203,CTRMSPRINT------------QUAL000100--,6.0,9.293,TIME
1912568,CTRMSPRINT------------QUAL000100--,7.0,9.346,TIME
1945738,CTRMSPRINT------------QUAL000100--,8.0,9.350,TIME
1912786,CTRMSPRINT------------QUAL000100--,9.0,9.371,TIME
1550227,CTRMSPRINT------------QUAL000100--,10.0,9.402,TIME
1572958,CTRMSPRINT------------QUAL000100--,11.0,9.416,TIME
1543501,CTRMSPRINT------------QUAL000100--,12.0,9.426,TIME
1895684,CTRMSPRINT------------QUAL000100--,13.0,9.447,TIME
1945073,CTRMSPRINT------------QUAL000100--,14.0,9.470,TIME
1889773,CTRMSPRINT------------QUAL000100--,15.0,9.479,TIME
1945746,CTRMSPRINT------------QUAL000100--,16.0,9.483,TIME
1895722,CTRMSPRINT------------QUAL000100--,17.0,9.501,TIME
1920643,CTRMSPRINT------------QUAL000100--,18.0,9.514,TIME
1943997,CTRMSPRINT------------QUAL000100--,19.0,9.581,TIME
1966717,CTRMSPRINT------------QUAL000100--,20.0,9.603,TIME
1966697,CTRMSPRINT------------QUAL000100--,21.0,9.612,TIME
1550228,CTRMSPRINT------------QUAL000100--,22.0,9.635,TIME
1569377,CTRMSPRINT------------QUAL000100--,23.0,9.637,TIME
1889698,CTRMSPRINT------------QUAL000100--,24.0,9.655,TIME
1543498,CTRMSPRINT------------QUAL000100--,25.0,9.669,TIME
1912790,CTRMSPRINT------------QUAL000100--,26.0,9.773,TIME
1918609,CTRMSPRINT------------QUAL000100--,27.0,9.898,TIME
1920646,CTRMSPRINT------------QUAL000100--,28.0,9.904,TIME
1943616,CTRMSPRINT------------QUAL000100--,29.0,9.962,TIME
1928198,CTRMSPRINT------------QUAL000100--,30.0,10.047,TIME
1550227,CTRMSPRINT------------R64-001000--,1.0,,
1889773,CTRMSPRINT------------R64-001000--,2.0,,
1572958,CTRMSPRINT------------R64-001100--,1.0,,
1945073,CTRMSPRINT------------R64-001100--,2.0,,
1912568,CTRMSPRINT------------R64-000700--,1.0,,
1920643,CTRMSPRINT------------R64-000700--,2.0,,
1969203,CTRMSPRINT------------R64-000600--,1.0,,
1943997,CTRMSPRINT------------R64-000600--,2.0,,
1969182,CTRMSPRINT------------R64-000100--,1.0,,
1889698,CTRMSPRINT------------R64-000100--,2.0,,
1940260,CTRMSPRINT------------R64-000400--,1.0,,
1966697,CTRMSPRINT------------R64-000400--,2.0,,
1912515,CTRMSPRINT------------R64-000500--,1.0,,
1966717,CTRMSPRINT------------R64-000500--,2.0,,
1543501,CTRMSPRINT------------R64-001200--,1.0,,
1895684,CTRMSPRINT------------R64-001200--,2.0,,
1898251,CTRMSPRINT------------R64-000300--,1.0,,
1550228,CTRMSPRINT------------R64-000300--,2.0,,
1940263,CTRMSPRINT------------R64-000200--,1.0,,
1569377,CTRMSPRINT------------R64-000200--,2.0,,
1912786,CTRMSPRINT------------R64-000900--,1.0,,
1945746,CTRMSPRINT------------R64-000900--,2.0,,
1945738,CTRMSPRINT------------R64-000800--,1.0,,
1895722,CTRMSPRINT------------R64-000800--,2.0,,
1945746,CTRMSPRINT------------REP1000100--,1.0,,
1889698,CTRMSPRINT------------REP1000100--,2.0,,
1895722,CTRMSPRINT------------REP1000100--,3.0,,
1943997,CTRMSPRINT------------REP1000300--,1.0,,
1550228,CTRMSPRINT------------REP1000300--,2.0,,
1945073,CTRMSPRINT------------REP1000300--,3.0,,
1569377,CTRMSPRINT------------REP1000200--,1.0,,
1889773,CTRMSPRINT------------REP1000200--,2.0,,
1920643,CTRMSPRINT------------REP1000200--,3.0,,
1895684,CTRMSPRINT------------REP1000400--,1.0,,
1966717,CTRMSPRINT------------REP1000400--,2.0,,
1966697,CTRMSPRINT------------REP1000400--,3.0,,
1940260,CTRMSPRINT------------R32-000400--,1.0,,
1945746,CTRMSPRINT------------R32-000400--,2.0,,
1912515,CTRMSPRINT------------R32-000500--,1.0,,
1543501,CTRMSPRINT------------R32-000500--,2.0,,
1912786,CTRMSPRINT------------R32-000800--,1.0,,
1945738,CTRMSPRINT------------R32-000800--,2.0,,
1898251,CTRMSPRINT------------R32-000300--,1.0,,
1569377,CTRMSPRINT------------R32-000300--,2.0,,
1940263,CTRMSPRINT------------R32-000200--,1.0,,
1943997,CTRMSPRINT------------R32-000200--,2.0,,
1550227,CTRMSPRINT------------R32-000700--,1.0,,
1912568,CTRMSPRINT------------R32-000700--,2.0,,
1969203,CTRMSPRINT------------R32-000600--,1.0,,
1572958,CTRMSPRINT------------R32-000600--,2.0,,
1969182,CTRMSPRINT------------R32-000100--,1.0,,
1895684,CTRMSPRINT------------R32-000100--,2.0,,
1945746,CTRMSPRINT------------REP2000400--,1.0,,
1543501,CTRMSPRINT------------REP2000400--,2.0,,
1912568,CTRMSPRINT------------REP2000200--,1.0,,
1943997,CTRMSPRINT------------REP2000200--,2.0,,
1572958,CTRMSPRINT------------REP2000300--,1.0,,
1569377,CTRMSPRINT------------REP2000300--,2.0,,
1945738,CTRMSPRINT------------REP2000100--,1.0,,
1895684,CTRMSPRINT------------REP2000100--,2.0,,
1969182,CTRMSPRINT------------8FNL000100--,1.0,,
1945746,CTRMSPRINT------------8FNL000100--,2.0,,
1969203,CTRMSPRINT------------8FNL000600--,1.0,,
1550227,CTRMSPRINT------------8FNL000600--,2.0,,
1912568,CTRMSPRINT------------8FNL000300--,1.0,,
1898251,CTRMSPRINT------------8FNL000300--,2.0,,
1940263,CTRMSPRINT------------8FNL000200--,1.0,,
1572958,CTRMSPRINT------------8FNL000200--,2.0,,
1945738,CTRMSPRINT------------8FNL000400--,1.0,,
1940260,CTRMSPRINT------------8FNL000400--,2.0,,
1912515,CTRMSPRINT------------8FNL000500--,1.0,,
1912786,CTRMSPRINT------------8FNL000500--,2.0,,
1572958,CTRMSPRINT------------REP3000200--,1.0,,
1898251,CTRMSPRINT------------REP3000200--,2.0,,
1550227,CTRMSPRINT------------REP3000200--,3.0,,
1945746,CTRMSPRINT------------REP3000100--,1.0,,
1940260,CTRMSPRINT------------REP3000100--,2.0,,
1912786,CTRMSPRINT------------REP3000100--,3.0,,
1912515,CTRMSPRINT------------QFNL00040000,1.0,,
1945738,CTRMSPRINT------------QFNL00040000,2.0,,
1969203,CTRMSPRINT------------QFNL00030000,1.0,,
1912568,CTRMSPRINT------------QFNL00030000,2.0,,
1940263,CTRMSPRINT------------QFNL00020000,1.0,,
1945746,CTRMSPRINT------------QFNL00020000,2.0,,
1969182,CTRMSPRINT------------QFNL00010000,1.0,,
1572958,CTRMSPRINT------------QFNL00010000,2.0,,
1572958,CTRMSPRINT------------FNL-000300--,5.0,,
1945746,CTRMSPRINT------------FNL-000300--,6.0,,
1912568,CTRMSPRINT------------FNL-000300--,7.0,,
1945738,CTRMSPRINT------------FNL-000300--,7.0,,
1969182,CTRMSPRINT------------SFNL00010000,1.0,,
1912515,CTRMSPRINT------------SFNL00010000,2.0,,
1940263,CTRMSPRINT------------SFNL00020000,1.0,,
1969203,CTRMSPRINT------------SFNL00020000,2.0,,
1969182,CTRMSPRINT------------FNL-00010000,1.0,,
1940263,CTRMSPRINT------------FNL-00010000,2.0,,
1912515,CTRMSPRINT------------FNL-00020000,3.0,,
1969203,CTRMSPRINT------------FNL-00020000,4.0,,
1969180,CTRWKEIRIN------------RND1000200--,1.0,,TIME
1920640,CTRWKEIRIN------------RND1000200--,2.0,,TIME
1923516,CTRWKEIRIN------------RND1000200--,3.0,,TIME
1966686,CTRWKEIRIN------------RND1000200--,4.0,,TIME
1945748,CTRWKEIRIN------------RND1000200--,5.0,,TIME
1551880,CTRWKEIRIN------------RND1000200--,6.0,,TIME
1889702,CTRWKEIRIN------------RND1000300--,1.0,,TIME
1920639,CTRWKEIRIN------------RND1000300--,2.0,,TIME
1573035,CTRWKEIRIN------------RND1000300--,3.0,,TIME
1940259,CTRWKEIRIN------------RND1000300--,4.0,,TIME
1944078,CTRWKEIRIN------------RND1000300--,5.0,,TIME
1543495,CTRWKEIRIN------------RND1000300--,6.0,,TIME
1912522,CTRWKEIRIN------------RND1000500--,1.0,,TIME
1889704,CTRWKEIRIN------------RND1000500--,2.0,,TIME
1895688,CTRWKEIRIN------------RND1000500--,3.0,,TIME
1887849,CTRWKEIRIN------------RND1000500--,4.0,,TIME
1908518,CTRWKEIRIN------------RND1000500--,5.0,,TIME
3545959,CTRWKEIRIN------------RND1000500--,6.0,,TIME
1903151,CTRWKEIRIN------------RND1000400--,1.0,,TIME
1945743,CTRWKEIRIN------------RND1000400--,2.0,,TIME
1969178,CTRWKEIRIN------------RND1000400--,3.0,,TIME
1966719,CTRWKEIRIN------------RND1000400--,4.0,,TIME
1945068,CTRWKEIRIN------------RND1000400--,5.0,,TIME
1940252,CTRWKEIRIN------------RND1000400--,6.0,,TIME
1945040,CTRWKEIRIN------------RND1000100--,1.0,,TIME
1895683,CTRWKEIRIN------------RND1000100--,2.0,,TIME
1957082,CTRWKEIRIN------------RND1000100--,3.0,,TIME
1551878,CTRWKEIRIN------------RND1000100--,4.0,,TIME
1572960,CTRWKEIRIN------------RND1000100--,5.0,,TIME
1561941,CTRWKEIRIN------------RND1000100--,6.0,,TIME
1945748,CTRWKEIRIN------------REP-000400--,1.0,,TIME
1969178,CTRWKEIRIN------------REP-000400--,2.0,,TIME
1944078,CTRWKEIRIN------------REP-000400--,3.0,,TIME
1561941,CTRWKEIRIN------------REP-000400--,4.0,,TIME
1895688,CTRWKEIRIN------------REP-000400--,5.0,,TIME
1940259,CTRWKEIRIN------------REP-000200--,1.0,,TIME
1551878,CTRWKEIRIN------------REP-000200--,2.0,,TIME
1923516,CTRWKEIRIN------------REP-000200--,3.0,,TIME
1908518,CTRWKEIRIN------------REP-000200--,4.0,,TIME
1572960,CTRWKEIRIN------------REP-000200--,5.0,,TIME
1966686,CTRWKEIRIN------------REP-000300--,1.0,,TIME
1945068,CTRWKEIRIN------------REP-000300--,2.0,,TIME
1573035,CTRWKEIRIN------------REP-000300--,3.0,,TIME
1940252,CTRWKEIRIN------------REP-000300--,4.0,,TIME
3545959,CTRWKEIRIN------------REP-000300--,5.0,,TIME
1966719,CTRWKEIRIN------------REP-000100--,1.0,,TIME
1957082,CTRWKEIRIN------------REP-000100--,2.0,,TIME
1887849,CTRWKEIRIN------------REP-000100--,3.0,,TIME
1543495,CTRWKEIRIN------------REP-000100--,4.0,,TIME
1551880,CTRWKEIRIN------------REP-000100--,5.0,,TIME
1889704,CTRWKEIRIN------------QFNL000100--,1.0,,TIME
1945040,CTRWKEIRIN------------QFNL000100--,2.0,,TIME
1903151,CTRWKEIRIN------------QFNL000100--,3.0,,TIME
1969178,CTRWKEIRIN------------QFNL000100--,4.0,,TIME
1920640,CTRWKEIRIN------------QFNL000100--,5.0,,TIME
1940259,CTRWKEIRIN------------QFNL000100--,6.0,,TIME
1895683,CTRWKEIRIN------------QFNL000300--,1.0,,TIME
1889702,CTRWKEIRIN------------QFNL000300--,2.0,,TIME
1957082,CTRWKEIRIN------------QFNL000300--,3.0,,TIME
1551878,CTRWKEIRIN------------QFNL000300--,4.0,,TIME
1945743,CTRWKEIRIN------------QFNL000300--,5.0,,TIME
1966686,CTRWKEIRIN------------QFNL000300--,6.0,,TIME
1969180,CTRWKEIRIN------------QFNL000200--,1.0,,TIME
1912522,CTRWKEIRIN------------QFNL000200--,2.0,,TIME
1945068,CTRWKEIRIN------------QFNL000200--,3.0,,TIME
1945748,CTRWKEIRIN------------QFNL000200--,4.0,,TIME
