athlete_code,stage_code,result_rank,result,result_type
1920202,ATHMMARATHON----------FNL-000100--,12.0,2:09:18,TIME
1921583,ATHMMARATHON----------FNL-000100--,13.0,2:09:25,TIME
1533371,ATHMMARATHON----------FNL-000100--,14.0,2:09:31,TIME
1920259,ATHMMARATHON----------FNL-000100--,15.0,2:09:50,TIME
1911868,ATHMMARATHON----------FNL-000100--,16.0,2:09:56,TIME
1897960,ATHMMARATHON----------FNL-000100--,17.0,2:10:03,TIME
1555503,ATHMMARATHON----------FNL-000100--,18.0,2:10:06,TIME
1920065,ATHMMARATHON----------FNL-000100--,19.0,2:10:09,TIME
1910668,ATHMMARATHON----------FNL-000100--,20.0,2:10:09,TIME
3549844,ATHMMARATHON----------FNL-000100--,21.0,2:10:31,TIME
1903110,ATHMMARATHON----------FNL-000100--,22.0,2:10:32,TIME
1919930,ATHMMARATHON----------FNL-000100--,23.0,2:10:33,TIME
1939844,ATHMMARATHON----------FNL-000100--,24.0,2:10:34,TIME
1552311,ATHMMARATHON----------FNL-000100--,25.0,2:10:36,TIME
1572372,ATHMMARATHON----------FNL-000100--,26.0,2:10:42,TIME
1981068,ATHMMARATHON----------FNL-000100--,27.0,2:10:59,TIME
1569335,ATHMMARATHON----------FNL-000100--,28.0,2:11:21,TIME
1980122,ATHMMARATHON----------FNL-000100--,29.0,2:11:21,TIME
2498186,ATHMMARATHON----------FNL-000100--,30.0,2:11:32,TIME
1572823,ATHMMARATHON----------FNL-000100--,31.0,2:11:36,TIME
1878349,ATHMMARATHON----------FNL-000100--,32.0,2:11:39,TIME
1897323,ATHMMARATHON----------FNL-000100--,33.0,2:11:41,TIME
1904085,ATHMMARATHON----------FNL-000100--,34.0,2:11:44,TIME
1555511,ATHMMARATHON----------FNL-000100--,35.0,2:11:51,TIME
1974176,ATHMMARATHON----------FNL-000100--,36.0,2:11:56,TIME
1977927,ATHMMARATHON----------FNL-000100--,37.0,2:11:59,TIME
1976416,ATHMMARATHON----------FNL-000100--,38.0,2:12:22,TIME
1901020,ATHMMARATHON----------FNL-000100--,39.0,2:12:24,TIME
1919117,ATHMMARATHON----------FNL-000100--,40.0,2:12:34,TIME
1905402,ATHMMARATHON----------FNL-000100--,41.0,2:12:43,TIME
1894588,ATHMMARATHON----------FNL-000100--,42.0,2:12:47,TIME
1552341,ATHMMARATHON----------FNL-000100--,43.0,2:12:50,TIME
1571854,ATHMMARATHON----------FNL-000100--,44.0,2:12:51,TIME
1939729,ATHMMARATHON----------FNL-000100--,45.0,2:12:58,TIME
1956858,ATHMMARATHON----------FNL-000100--,46.0,2:13:08,TIME
1974177,ATHMMARATHON----------FNL-000100--,47.0,2:13:09,TIME
1938798,ATHMMARATHON----------FNL-000100--,48.0,2:13:23,TIME
1939815,ATHMMARATHON----------FNL-000100--,49.0,2:13:33,TIME
1910648,ATHMMARATHON----------FNL-000100--,50.0,2:13:46,TIME
1552343,ATHMMARATHON----------FNL-000100--,51.0,2:14:02,TIME
1878365,ATHMMARATHON----------FNL-000100--,52.0,2:14:14,TIME
1933079,ATHMMARATHON----------FNL-000100--,53.0,2:14:25,TIME
1944050,ATHMMARATHON----------FNL-000100--,54.0,2:14:31,TIME
1919110,ATHMMARATHON----------FNL-000100--,55.0,2:14:48,TIME
1565212,ATHMMARATHON----------FNL-000100--,56.0,2:15:05,TIME
1956848,ATHMMARATHON----------FNL-000100--,57.0,2:15:19,TIME
1972087,ATHMMARATHON----------FNL-000100--,58.0,2:15:25,TIME
1939110,ATHMMARATHON----------FNL-000100--,59.0,2:15:44,TIME
1561962,ATHMMARATHON----------FNL-000100--,60.0,2:15:54,TIME
1895583,ATHMMARATHON----------FNL-000100--,61.0,2:16:33,TIME
1980555,ATHMMARATHON----------FNL-000100--,62.0,2:17:28,TIME
1965273,ATHMMARATHON----------FNL-000100--,63.0,2:18:45,TIME
3551754,ATHMMARATHON----------FNL-000100--,64.0,2:18:50,TIME
1565690,ATHMMARATHON----------FNL-000100--,65.0,2:20:01,TIME
1952721,ATHMMARATHON----------FNL-000100--,66.0,2:22:12,TIME
1919111,ATHMMARATHON----------FNL-000100--,67.0,2:22:31,TIME
1904189,ATHMMARATHON----------FNL-000100--,68.0,2:25:50,TIME
1956923,ATHMMARATHON----------FNL-000100--,69.0,2:28:15,TIME
3467316,ATHMMARATHON----------FNL-000100--,70.0,2:32:11,TIME
1956158,ATHMMARATHON----------FNL-000100--,71.0,2:42:33,TIME
1972233,ATHMMARATHON----------FNL-000100--,,,IRM
1555501,ATHMMARATHON----------FNL-000100--,,,IRM
1902280,ATHMMARATHON----------FNL-000100--,,,IRM
1910450,ATHMMARATHON----------FNL-000100--,,,IRM
1896899,ATHMMARATHON----------FNL-000100--,,,IRM
1920188,ATHMMARATHON----------FNL-000100--,,,IRM
1980513,ATHMMARATHON----------FNL-000100--,,,IRM
1566223,ATHMMARATHON----------FNL-000100--,,,IRM
1935463,ATHMMARATHON----------FNL-000100--,,,IRM
1545302,ATHMMARATHON----------FNL-000100--,,,IRM
1569203,ATHMPLEVAULT----------QUALA00100--,1.0,5.75,DISTANCE
1878360,ATHMPLEVAULT----------QUALA00100--,1.0,5.75,DISTANCE
1961218,ATHMPLEVAULT----------QUALA00100--,1.0,5.75,DISTANCE
1566152,ATHMPLEVAULT----------QUALA00100--,1.0,5.75,DISTANCE
1972277,ATHMPLEVAULT----------QUALA00100--,5.0,5.75,DISTANCE
1978055,ATHMPLEVAULT----------QUALA00100--,6.0,5.75,DISTANCE
1960178,ATHMPLEVAULT----------QUALA00100--,7.0,5.75,DISTANCE
1920162,ATHMPLEVAULT----------QUALA00100--,8.0,5.75,DISTANCE
1939809,ATHMPLEVAULT----------QUALA00100--,9.0,5.70,DISTANCE
1948124,ATHMPLEVAULT----------QUALA00100--,9.0,5.70,DISTANCE
1910681,ATHMPLEVAULT----------QUALA00100--,11.0,5.70,DISTANCE
1910615,ATHMPLEVAULT----------QUALA00100--,12.0,5.60,DISTANCE
1878359,ATHMPLEVAULT----------QUALA00100--,12.0,5.60,DISTANCE
1573173,ATHMPLEVAULT----------QUALA00100--,12.0,5.60,DISTANCE
1965894,ATHMPLEVAULT----------QUALA00100--,15.0,5.60,DISTANCE
1920246,ATHMPLEVAULT----------QUALB00100--,1.0,5.75,DISTANCE
1920839,ATHMPLEVAULT----------QUALB00100--,2.0,5.75,DISTANCE
1552384,ATHMPLEVAULT----------QUALB00100--,3.0,5.70,DISTANCE
1895559,ATHMPLEVAULT----------QUALB00100--,4.0,5.60,DISTANCE
1573134,ATHMPLEVAULT----------QUALB00100--,4.0,5.60,DISTANCE
1892110,ATHMPLEVAULT----------QUALB00100--,6.0,5.60,DISTANCE
1920838,ATHMPLEVAULT----------QUALB00100--,6.0,5.60,DISTANCE
1920301,ATHMPLEVAULT----------QUALB00100--,8.0,5.40,DISTANCE
1910732,ATHMPLEVAULT----------QUALB00100--,8.0,5.40,DISTANCE
1892147,ATHMPLEVAULT----------QUALB00100--,8.0,5.40,DISTANCE
1938764,ATHMPLEVAULT----------QUALB00100--,11.0,5.40,DISTANCE
1965211,ATHMPLEVAULT----------QUALB00100--,11.0,5.40,DISTANCE
1920840,ATHMPLEVAULT----------QUALB00100--,11.0,5.40,DISTANCE
1904325,ATHMPLEVAULT----------QUALB00100--,14.0,5.40,DISTANCE
1902404,ATHMPLEVAULT----------QUALB00100--,,,IRM
1878373,ATHMPLEVAULT----------QUALB00100--,,,IRM
1569203,ATHMPLEVAULT----------FNL-000100--,1.0,6.25,DISTANCE
1960178,ATHMPLEVAULT----------FNL-000100--,2.0,5.95,DISTANCE
1961218,ATHMPLEVAULT----------FNL-000100--,3.0,5.90,DISTANCE
1978055,ATHMPLEVAULT----------FNL-000100--,4.0,5.90,DISTANCE
1566152,ATHMPLEVAULT----------FNL-000100--,5.0,5.85,DISTANCE
1939809,ATHMPLEVAULT----------FNL-000100--,6.0,5.85,DISTANCE
1920839,ATHMPLEVAULT----------FNL-000100--,7.0,5.80,DISTANCE
1878360,ATHMPLEVAULT----------FNL-000100--,8.0,5.80,DISTANCE
1920162,ATHMPLEVAULT----------FNL-000100--,9.0,5.70,DISTANCE
1920246,ATHMPLEVAULT----------FNL-000100--,9.0,5.70,DISTANCE
1972277,ATHMPLEVAULT----------FNL-000100--,11.0,5.70,DISTANCE
1948124,ATHMPLEVAULT----------FNL-000100--,12.0,5.50,DISTANCE
1965298,ATHMSHOTPUT-----------QUALB00100--,1.0,21.52,DISTANCE
1926710,ATHMSHOTPUT-----------QUALB00100--,2.0,21.48,DISTANCE
1965246,ATHMSHOTPUT-----------QUALB00100--,3.0,21.24,DISTANCE
1535201,ATHMSHOTPUT-----------QUALB00100--,4.0,21.22,DISTANCE
1926201,ATHMSHOTPUT-----------QUALB00100--,5.0,21.13,DISTANCE
1552390,ATHMSHOTPUT-----------QUALB00100--,6.0,21.00,DISTANCE
1981092,ATHMSHOTPUT-----------QUALB00100--,7.0,20.78,DISTANCE
1909476,ATHMSHOTPUT-----------QUALB00100--,8.0,20.65,DISTANCE
1539342,ATHMSHOTPUT-----------QUALB00100--,9.0,20.24,DISTANCE
1572973,ATHMSHOTPUT-----------QUALB00100--,10.0,19.94,DISTANCE
1910520,ATHMSHOTPUT-----------QUALB00100--,11.0,19.70,DISTANCE
1924447,ATHMSHOTPUT-----------QUALB00100--,12.0,19.69,DISTANCE
1571552,ATHMSHOTPUT-----------QUALB00100--,13.0,19.36,DISTANCE
1947576,ATHMSHOTPUT-----------QUALB00100--,14.0,19.31,DISTANCE
1938747,ATHMSHOTPUT-----------QUALB00100--,,,IRM
1552386,ATHMSHOTPUT-----------QUALA00100--,1.0,21.76,DISTANCE
1892155,ATHMSHOTPUT-----------QUALA00100--,2.0,21.61,DISTANCE
1960688,ATHMSHOTPUT-----------QUALA00100--,3.0,21.49,DISTANCE
1926691,ATHMSHOTPUT-----------QUALA00100--,4.0,21.35,DISTANCE
1564189,ATHMSHOTPUT-----------QUALA00100--,5.0,21.05,DISTANCE
1878345,ATHMSHOTPUT-----------QUALA00100--,6.0,20.81,DISTANCE
1922213,ATHMSHOTPUT-----------QUALA00100--,7.0,20.75,DISTANCE
1938808,ATHMSHOTPUT-----------QUALA00100--,8.0,20.31,DISTANCE
1539131,ATHMSHOTPUT-----------QUALA00100--,9.0,20.27,DISTANCE
1537547,ATHMSHOTPUT-----------QUALA00100--,10.0,19.33,DISTANCE
1910454,ATHMSHOTPUT-----------QUALA00100--,11.0,19.27,DISTANCE
1933377,ATHMSHOTPUT-----------QUALA00100--,12.0,19.03,DISTANCE
1543281,ATHMSHOTPUT-----------QUALA00100--,13.0,19.02,DISTANCE
1573061,ATHMSHOTPUT-----------QUALA00100--,14.0,18.83,DISTANCE
1544385,ATHMSHOTPUT-----------QUALA00100--,15.0,18.05,DISTANCE
1952187,ATHMSHOTPUT-----------QUALA00100--,,,IRM
1960688,ATHMSHOTPUT-----------FNL-000100--,1.0,22.90,DISTANCE
1965246,ATHMSHOTPUT-----------FNL-000100--,2.0,22.15,DISTANCE
1564189,ATHMSHOTPUT-----------FNL-000100--,3.0,22.15,DISTANCE
1965298,ATHMSHOTPUT-----------FNL-000100--,4.0,22.03,DISTANCE
1552386,ATHMSHOTPUT-----------FNL-000100--,5.0,21.70,DISTANCE
1926201,ATHMSHOTPUT-----------FNL-000100--,6.0,21.42,DISTANCE
1926691,ATHMSHOTPUT-----------FNL-000100--,7.0,21.15,DISTANCE
1535201,ATHMSHOTPUT-----------FNL-000100--,8.0,20.88,DISTANCE
1878345,ATHMSHOTPUT-----------FNL-000100--,9.0,20.67,DISTANCE
1892155,ATHMSHOTPUT-----------FNL-000100--,10.0,20.37,DISTANCE
1552390,ATHMSHOTPUT-----------FNL-000100--,11.0,20.24,DISTANCE
1926710,ATHMSHOTPUT-----------FNL-000100--,,,IRM
1904099,ATHMTRPLJUMP----------QUALA00100--,1.0,17.24,DISTANCE
1571964,ATHMTRPLJUMP----------QUALA00100--,2.0,17.16,DISTANCE
1951912,ATHMTRPLJUMP----------QUALA00100--,3.0,17.06,DISTANCE
1963577,ATHMTRPLJUMP----------QUALA00100--,4.0,16.85,DISTANCE
1552375,ATHMTRPLJUMP----------QUALA00100--,5.0,16.79,DISTANCE
1911894,ATHMTRPLJUMP----------QUALA00100--,6.0,16.79,DISTANCE
1965855,ATHMTRPLJUMP----------QUALA00100--,7.0,16.77,DISTANCE
1562845,ATHMTRPLJUMP----------QUALA00100--,8.0,16.70,DISTANCE
1973994,ATHMTRPLJUMP----------QUALA00100--,9.0,16.36,DISTANCE
1938807,ATHMTRPLJUMP----------QUALA00100--,10.0,16.36,DISTANCE
1902635,ATHMTRPLJUMP----------QUALA00100--,11.0,16.31,DISTANCE
1563514,ATHMTRPLJUMP----------QUALA00100--,12.0,16.25,DISTANCE
1538903,ATHMTRPLJUMP----------QUALA00100--,13.0,16.23,DISTANCE
1906713,ATHMTRPLJUMP----------QUALA00100--,14.0,16.18,DISTANCE
1926697,ATHMTRPLJUMP----------QUALA00100--,15.0,16.16,DISTANCE
1920835,ATHMTRPLJUMP----------QUALA00100--,16.0,15.85,DISTANCE
1938792,ATHMTRPLJUMP----------QUALB00100--,1.0,17.44,DISTANCE
1965303,ATHMTRPLJUMP----------QUALB00100--,2.0,17.16,DISTANCE
1912813,ATHMTRPLJUMP----------QUALB00100--,3.0,16.99,DISTANCE
1920128,ATHMTRPLJUMP----------QUALB00100--,4.0,16.98,DISTANCE
1920833,ATHMTRPLJUMP----------QUALB00100--,5.0,16.91,DISTANCE
1939753,ATHMTRPLJUMP----------QUALB00100--,6.0,16.80,DISTANCE
1562997,ATHMTRPLJUMP----------QUALB00100--,7.0,16.79,DISTANCE
1910756,ATHMTRPLJUMP----------QUALB00100--,8.0,16.77,DISTANCE
1920836,ATHMTRPLJUMP----------QUALB00100--,9.0,16.70,DISTANCE
1954910,ATHMTRPLJUMP----------QUALB00100--,10.0,16.67,DISTANCE
1552374,ATHMTRPLJUMP----------QUALB00100--,11.0,16.65,DISTANCE
1552380,ATHMTRPLJUMP----------QUALB00100--,12.0,16.50,DISTANCE
1544350,ATHMTRPLJUMP----------QUALB00100--,13.0,16.49,DISTANCE
1965302,ATHMTRPLJUMP----------QUALB00100--,14.0,16.47,DISTANCE
1965710,ATHMTRPLJUMP----------QUALB00100--,15.0,16.40,DISTANCE
1566243,ATHMTRPLJUMP----------QUALB00100--,16.0,13.65,DISTANCE
1904099,ATHMTRPLJUMP----------FNL-000100--,1.0,17.86,DISTANCE
1938792,ATHMTRPLJUMP----------FNL-000100--,2.0,17.84,DISTANCE
1552375,ATHMTRPLJUMP----------FNL-000100--,3.0,17.64,DISTANCE
1912813,ATHMTRPLJUMP----------FNL-000100--,4.0,17.61,DISTANCE
1571964,ATHMTRPLJUMP----------FNL-000100--,5.0,17.50,DISTANCE
1965303,ATHMTRPLJUMP----------FNL-000100--,6.0,17.41,DISTANCE
1920128,ATHMTRPLJUMP----------FNL-000100--,7.0,17.38,DISTANCE
1562997,ATHMTRPLJUMP----------FNL-000100--,8.0,17.34,DISTANCE
1963577,ATHMTRPLJUMP----------FNL-000100--,9.0,17.22,DISTANCE
1920833,ATHMTRPLJUMP----------FNL-000100--,10.0,16.76,DISTANCE
1951912,ATHMTRPLJUMP----------FNL-000100--,11.0,16.41,DISTANCE
1939753,ATHMTRPLJUMP----------FNL-000100--,12.0,16.30,DISTANCE
1910560,ATHW10000M------------FNL-000100--,1.0,30:43.25,TIME
1552305,ATHW10000M------------FNL-000100--,2.0,30:43.35,TIME
1972105,ATHW10000M------------FNL-000100--,3.0,30:44.12,TIME
1910416,ATHW10000M------------FNL-000100--,4.0,30:44.58,TIME
1910438,ATHW10000M------------FNL-000100--,5.0,30:45.04,TIME
1537345,ATHW10000M------------FNL-000100--,6.0,30:45.21,TIME
1537368,ATHW10000M------------FNL-000100--,7.0,30:46.93,TIME
1961053,ATHW10000M------------FNL-000100--,8.0,30:49.98,TIME
1960161,ATHW10000M------------FNL-000100--,9.0,30:51.99,TIME
1537079,ATHW10000M------------FNL-000100--,10.0,30:54.57,TIME
4979558,ATHW10000M------------FNL-000100--,11.0,30:59.28,TIME
1548527,ATHW10000M------------FNL-000100--,12.0,31:02.37,TIME
1939813,ATHW10000M------------FNL-000100--,13.0,31:13.25,TIME
1964008,ATHW10000M------------FNL-000100--,14.0,31:17.02,TIME
1924451,ATHW10000M------------FNL-000100--,15.0,31:20.51,TIME
1972099,ATHW10000M------------FNL-000100--,16.0,31:25.51,TIME
1933513,ATHW10000M------------FNL-000100--,17.0,31:26.55,TIME
1919820,ATHW10000M------------FNL-000100--,18.0,31:29.48,TIME
1919924,ATHW10000M------------FNL-000100--,19.0,31:44.03,TIME
1981154,ATHW10000M------------FNL-000100--,20.0,31:45.15,TIME
4983537,ATHW10000M------------FNL-000100--,21.0,31:50.41,TIME
1921770,ATHW10000M------------FNL-000100--,22.0,31:52.07,TIME
1956845,ATHW10000M------------FNL-000100--,23.0,33:19.92,TIME
1561708,ATHW10000M------------FNL-000100--,,,IRM
1911985,ATHW10000M------------FNL-000100--,,,IRM
1541468,ATHW100M--------------PREL000300--,1.0,11.44,TIME
1943523,ATHW100M--------------PREL000300--,2.0,11.60,TIME
1926804,ATHW100M--------------PREL000300--,3.0,11.63,TIME
1949808,ATHW100M--------------PREL000300--,4.0,11.88,TIME
1922434,ATHW100M--------------PREL000300--,5.0,11.97,TIME
1926575,ATHW100M--------------PREL000300--,6.0,12.44,TIME
1897107,ATHW100M--------------PREL000300--,7.0,12.53,TIME
1968945,ATHW100M--------------PREL000300--,8.0,12.93,TIME
1556074,ATHW100M--------------PREL000300--,9.0,13.42,TIME
1777739,ATHW100M--------------PREL000200--,1.0,11.81,TIME
1574031,ATHW100M--------------PREL000200--,2.0,11.88,TIME
1565550,ATHW100M--------------PREL000200--,3.0,11.99,TIME
1566534,ATHW100M--------------PREL000200--,4.0,12.02,TIME
1932952,ATHW100M--------------PREL000200--,5.0,12.37,TIME
1878688,ATHW100M--------------PREL000200--,6.0,12.49,TIME
1969785,ATHW100M--------------PREL000200--,7.0,12.58,TIME
1954941,ATHW100M--------------PREL000200--,8.0,12.78,TIME
3561050,ATHW100M--------------PREL000200--,9.0,13.26,TIME
1960181,ATHW100M--------------RND1000100--,1.0,10.94,TIME
1545881,ATHW100M--------------RND1000100--,2.0,11.14,TIME
1939734,ATHW100M--------------RND1000100--,3.0,11.26,TIME
1974192,ATHW100M--------------RND1000100--,4.0,11.27,TIME
1938773,ATHW100M--------------RND1000100--,5.0,11.38,TIME
1551918,ATHW100M--------------RND1000100--,6.0,11.55,TIME
1777739,ATHW100M--------------RND1000100--,7.0,11.79,TIME
1535660,ATHW100M--------------RND1000100--,8.0,11.91,TIME
1897843,ATHW100M--------------RND1000100--,9.0,12.05,TIME
1537325,ATHW100M--------------RND1000200--,1.0,10.95,TIME
1926709,ATHW100M--------------RND1000200--,2.0,11.08,TIME
1552163,ATHW100M--------------RND1000200--,3.0,11.30,TIME
1907957,ATHW100M--------------RND1000200--,4.0,11.33,TIME
1556385,ATHW100M--------------RND1000200--,5.0,11.37,TIME
1541468,ATHW100M--------------RND1000200--,6.0,11.43,TIME
1561820,ATHW100M--------------RND1000200--,7.0,11.50,TIME
1897836,ATHW100M--------------RND1000200--,8.0,11.99,TIME
1958586,ATHW100M--------------RND1000200--,9.0,12.15,TIME
1573013,ATHW100M--------------RND1000500--,1.0,10.99,TIME
1924384,ATHW100M--------------RND1000500--,2.0,11.01,TIME
1969607,ATHW100M--------------RND1000500--,3.0,11.26,TIME
1951888,ATHW100M--------------RND1000500--,4.0,11.32,TIME
1976527,ATHW100M--------------RND1000500--,5.0,11.34,TIME
1930404,ATHW100M--------------RND1000500--,6.0,11.35,TIME
1536683,ATHW100M--------------RND1000500--,7.0,11.51,TIME
1926804,ATHW100M--------------RND1000500--,8.0,11.73,TIME
1980033,ATHW100M--------------RND1000500--,9.0,12.06,TIME
1965942,ATHW100M--------------RND1000600--,1.0,11.15,TIME
1543422,ATHW100M--------------RND1000600--,2.0,11.19,TIME
1908830,ATHW100M--------------RND1000600--,3.0,11.27,TIME
1977687,ATHW100M--------------RND1000600--,4.0,11.35,TIME
1536495,ATHW100M--------------RND1000600--,5.0,11.39,TIME
1568814,ATHW100M--------------RND1000600--,6.0,11.44,TIME
1904313,ATHW100M--------------RND1000600--,7.0,11.56,TIME
1539540,ATHW100M--------------RND1000600--,8.0,11.89,TIME
1949808,ATHW100M--------------RND1000600--,9.0,12.00,TIME
1533136,ATHW100M--------------RND1000700--,1.0,11.01,TIME
1977673,ATHW100M--------------RND1000700--,2.0,11.05,TIME
1895585,ATHW100M--------------RND1000700--,3.0,11.20,TIME
1961213,ATHW100M--------------RND1000700--,4.0,11.25,TIME
1920119,ATHW100M--------------RND1000700--,5.0,11.28,TIME
1969457,ATHW100M--------------RND1000700--,6.0,11.33,TIME
1535858,ATHW100M--------------RND1000700--,7.0,11.63,TIME
1574031,ATHW100M--------------RND1000700--,8.0,11.70,TIME
1547764,ATHW100M--------------RND1000700--,9.0,11.82,TIME
1924460,ATHW100M--------------RND1000300--,1.0,10.92,TIME
1961011,ATHW100M--------------RND1000300--,2.0,10.96,TIME
1928494,ATHW100M--------------RND1000300--,3.0,11.10,TIME
1892130,ATHW100M--------------RND1000300--,4.0,11.11,TIME
1910785,ATHW100M--------------RND1000300--,5.0,11.13,TIME
1939764,ATHW100M--------------RND1000300--,6.0,11.29,TIME
1573175,ATHW100M--------------RND1000300--,7.0,11.47,TIME
1943523,ATHW100M--------------RND1000300--,8.0,11.68,TIME
1565550,ATHW100M--------------RND1000300--,9.0,11.88,TIME
1974169,ATHW100M--------------RND1000400--,1.0,10.95,TIME
1890561,ATHW100M--------------RND1000400--,2.0,11.00,TIME
1924446,ATHW100M--------------RND1000400--,3.0,11.10,TIME
1538505,ATHW100M--------------RND1000400--,4.0,11.17,TIME
1569266,ATHW100M--------------RND1000400--,5.0,11.26,TIME
1918967,ATHW100M--------------RND1000400--,6.0,11.45,TIME
1898307,ATHW100M--------------RND1000400--,7.0,11.54,TIME
1952180,ATHW100M--------------RND1000400--,8.0,12.02,TIME
1922434,ATHW100M--------------RND1000400--,9.0,12.07,TIME
1537010,ATHW100M--------------PREL000100--,1.0,11.34,TIME
1898307,ATHW100M--------------PREL000100--,2.0,11.62,TIME
1547764,ATHW100M--------------PREL000100--,3.0,11.77,TIME
1548543,ATHW100M--------------PREL000100--,4.0,12.01,TIME
1896349,ATHW100M--------------PREL000100--,5.0,12.06,TIME
1950930,ATHW100M--------------PREL000100--,6.0,12.45,TIME
1565628,ATHW100M--------------PREL000100--,7.0,13.15,TIME
1961203,ATHW100M--------------PREL000100--,8.0,13.71,TIME
1980226,ATHW100M--------------PREL000100--,,,IRM
1951507,ATHW100M--------------RND1000800--,1.0,10.87,TIME
1880728,ATHW100M--------------RND1000800--,2.0,10.92,TIME
1920164,ATHW100M--------------RND1000800--,3.0,11.08,TIME
1903105,ATHW100M--------------RND1000800--,4.0,11.10,TIME
1561789,ATHW100M--------------RND1000800--,5.0,11.12,TIME
1537010,ATHW100M--------------RND1000800--,6.0,11.36,TIME
1555555,ATHW100M--------------RND1000800--,7.0,11.37,TIME
1566534,ATHW100M--------------RND1000800--,8.0,11.87,TIME
1548543,ATHW100M--------------RND1000800--,9.0,11.95,TIME
1539540,ATHW100M--------------PREL000400--,1.0,11.73,TIME
1535660,ATHW100M--------------PREL000400--,2.0,11.78,TIME
1980033,ATHW100M--------------PREL000400--,3.0,11.90,TIME
1958586,ATHW100M--------------PREL000400--,4.0,11.99,TIME
1900751,ATHW100M--------------PREL000400--,5.0,12.34,TIME
1553020,ATHW100M--------------PREL000400--,6.0,12.41,TIME
4986655,ATHW100M--------------PREL000400--,7.0,13.63,TIME
1897307,ATHW100M--------------PREL000400--,8.0,14.04,TIME
1571488,ATHW100M--------------PREL000400--,9.0,14.31,TIME
1537325,ATHW100M--------------SFNL000200--,1.0,10.84,TIME
1960181,ATHW100M--------------SFNL000200--,2.0,10.89,TIME
1533136,ATHW100M--------------SFNL000200--,3.0,11.10,TIME
1545881,ATHW100M--------------SFNL000200--,4.0,11.13,TIME
1924446,ATHW100M--------------SFNL000200--,5.0,11.21,TIME
1561789,ATHW100M--------------SFNL000200--,6.0,11.33,TIME
1939734,ATHW100M--------------SFNL000200--,7.0,11.34,TIME
1969607,ATHW100M--------------SFNL000200--,8.0,11.39,TIME
1880728,ATHW100M--------------SFNL000200--,,,IRM
1961011,ATHW100M--------------SFNL000100--,1.0,10.99,TIME
1951507,ATHW100M--------------SFNL000100--,2.0,11.01,TIME
1977673,ATHW100M--------------SFNL000100--,3.0,11.05,TIME
1573013,ATHW100M--------------SFNL000100--,4.0,11.08,TIME
1924384,ATHW100M--------------SFNL000100--,5.0,11.10,TIME
1543422,ATHW100M--------------SFNL000100--,6.0,11.20,TIME
1928494,ATHW100M--------------SFNL000100--,7.0,11.26,TIME
1903105,ATHW100M--------------SFNL000100--,8.0,11.29,TIME
1552163,ATHW100M--------------SFNL000100--,9.0,11.34,TIME
1890561,ATHW100M--------------SFNL000300--,1.0,10.89,TIME
1924460,ATHW100M--------------SFNL000300--,2.0,10.97,TIME
1965942,ATHW100M--------------SFNL000300--,3.0,11.07,TIME
1920164,ATHW100M--------------SFNL000300--,4.0,11.09,TIME
1974169,ATHW100M--------------SFNL000300--,5.0,11.10,TIME
1926709,ATHW100M--------------SFNL000300--,6.0,11.13,TIME
1895585,ATHW100M--------------SFNL000300--,7.0,11.28,TIME
1892130,ATHW100M--------------SFNL000300--,8.0,11.35,TIME
1908830,ATHW100M--------------SFNL000300--,9.0,11.37,TIME
1537325,ATHW100M--------------FNL-000100--,1.0,10.72,TIME
1960181,ATHW100M--------------FNL-000100--,2.0,10.87,TIME
1961011,ATHW100M--------------FNL-000100--,3.0,10.92,TIME
1924460,ATHW100M--------------FNL-000100--,4.0,10.96,TIME
1965942,ATHW100M--------------FNL-000100--,5.0,10.97,TIME
1977673,ATHW100M--------------FNL-000100--,6.0,10.99,TIME
1890561,ATHW100M--------------FNL-000100--,7.0,11.04,TIME
1951507,ATHW100M--------------FNL-000100--,8.0,13.84,TIME
1537183,ATHW100MHURD----------RND1000200--,1.0,12.42,TIME
1956857,ATHW100MHURD----------RND1000200--,2.0,12.72,TIME
1573171,ATHW100MHURD----------RND1000200--,3.0,12.82,TIME
3546509,ATHW100MHURD----------RND1000200--,4.0,12.89,TIME
1921781,ATHW100MHURD----------RND1000200--,5.0,12.90,TIME
1897833,ATHW100MHURD----------RND1000200--,6.0,12.93,TIME
1939746,ATHW100MHURD----------RND1000200--,7.0,13.05,TIME
4849478,ATHW100MHURD----------RND1000200--,8.0,13.06,TIME
1553912,ATHW100MHURD----------RND1000400--,1.0,12.59,TIME
1948314,ATHW100MHURD----------RND1000400--,2.0,12.73,TIME
1977672,ATHW100MHURD----------RND1000400--,3.0,12.81,TIME
1981088,ATHW100MHURD----------RND1000400--,4.0,12.91,TIME
1910629,ATHW100MHURD----------RND1000400--,5.0,13.04,TIME
1920622,ATHW100MHURD----------RND1000400--,6.0,13.11,TIME
1564574,ATHW100MHURD----------RND1000400--,7.0,13.16,TIME
1908261,ATHW100MHURD----------RND1000400--,,,IRM
1890736,ATHW100MHURD----------RND1000500--,1.0,12.65,TIME
1908181,ATHW100MHURD----------RND1000500--,2.0,12.71,TIME
4979566,ATHW100MHURD----------RND1000500--,3.0,12.72,TIME
1939819,ATHW100MHURD----------RND1000500--,4.0,12.94,TIME
1904298,ATHW100MHURD----------RND1000500--,5.0,12.97,TIME
1568814,ATHW100MHURD----------RND1000500--,6.0,13.08,TIME
